;"Oil";"Coal";"Gas";"Hydroelectricity";"Nuclear";"Biomass and Waste";"Wind";"Fuel Ethanol";"Peat";"Geothermal";"Solar, Tide, Wave, Fuel Cell";"Biodiesel"
"1980-01-01 00:00:00";0;0;0;0,0057142855956;0;0;0;0;;0;0;
"1981-01-01 00:00:00";0;0;0;0,0057142855956;0;0;0;0;;0;0;
"1982-01-01 00:00:00";0;0;0;0,0057142855956;0;0;0;0;;0;0;
"1983-01-01 00:00:00";0;0;0;0,0057142855956;0;0;0;0;;0;0;
"1984-01-01 00:00:00";0;0;0;0,0057142855956;0;0;0;0;;0;0;
"1985-01-01 00:00:00";0;0;0;0,0057142855956;0;0;0;0;;0;0;
"1986-01-01 00:00:00";0;0;0;0,0057142855956;0;0;0;0;;0;0;
"1987-01-01 00:00:00";0;0;0;0,0057142855956;0;0;0;0;;0;0;
"1988-01-01 00:00:00";0;0;0;0,0057142855956;0;0;0;0;;0;0;
"1989-01-01 00:00:00";0;0;0;0,0057142855956;0;0;0;0;;0;0;
"1990-01-01 00:00:00";0;0;0;0,0057142855956;0;0;0;0;;0;0;
"1991-01-01 00:00:00";0,058500758474;0;0;0,0057142855956;0;0;0;0;;0;0;
"1992-01-01 00:00:00";0,93857637846;0;0;0,0057142855956;0;0;0;0;;0;0;
"1993-01-01 00:00:00";2,6325340034;0;0;0,0057142855956;0;0;0;0;;0;0;
"1994-01-01 00:00:00";2,9314487286;0;0;0,0057142855956;0;0;0;0;;0;0;
"1995-01-01 00:00:00";2,9259994921;0;0;0,0057142855956;0;0;0;0;;0;0;
"1996-01-01 00:00:00";9,9723758674;0;0;0,0057142855956;0;0;0;0;;0;0;
"1997-01-01 00:00:00";30,667217943;0;0;0,0085714287423;0;0;0;0;;0;0;
"1998-01-01 00:00:00";48,555629138;0;0,21691708456;0,0085714287423;0;0;0;0;;0;0;
"1999-01-01 00:00:00";59,670774853;0;0,21691708456;0,0085714287423;0;0;0;0;;0;0;
"2000-01-01 00:00:00";98,257227304;0;0,32537561521;0,0057142855956;0;0;0;0;;0;0;0
"2001-01-01 00:00:00";106,142816222;0;0,32537561521;0,0057142855956;0;0;0;0;;0;0;0
"2002-01-01 00:00:00";124,3501697;0;13,774235893;0,014285713989;0;0;0;0;;0;0;0
"2003-01-01 00:00:00";120,78409769;0;14,099613055;0,020000000515;0;0;0;0;;0;0;0
"2004-01-01 00:00:00";215,57715737;0;1,08458570192;0,020000000515;0;0;0;0;;0;0;0
"2005-01-01 00:00:00";217,69735289;0;14,099613055;0,020000000515;0;0;0;0;;0;0;0
"2006-01-01 00:00:00";209,2513794;0;14,099613055;0,020000000515;0;0;0;0;;0;0;0
"2007-01-01 00:00:00";212,08605234;0;31,669899556;0,020000000515;0;0;0;0;;0;0;0
"2008-01-01 00:00:00";207,31657771;0;64,532842891;0,020000000515;0;0;0;0;;0;0;0
"2009-01-01 00:00:00";198,7829838;0;68,0035175;0,020000000515;0;0;0;0;;0;0;0
"2010-01-01 00:00:00";185,01388953;0;73,101069778;0,111428574464;0;0;0;0;;0;0;0
"2011-01-01 00:00:00";171,74824633;0;74,61948723;0,111428574464;0;0;0;0;;0;0;0
"2012-01-01 00:00:00";178,8959164;0;69,088101062;0,18571428302;0;0;0;0;;0;0;0
"2013-01-01 00:00:00";166,93938089;0;71,040352404;0,37142855441;0;0;0;0;;0;0;0
"2014-01-01 00:00:00";159,90706879;0;66,810472558;0,37142855441;0;0;0;0;;0;0;0
"2015-01-01 00:00:00";154,05698108;0;67,244305285;0,37142855441;0;0;0;0;;0;0;0
"2016-01-01 00:00:00";140,55222508;0;62,949381175;0,37142855441;0;0;0;0;;0;0;0
